OrderID,Product Name,Supplier Name,Category Name,Customer Name,Customer City,Customer Country,Customer Continent,Employee Name,Employee Designation,OrderDate,Total Purchase Amount
10397,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",Confections,Princesa Isabel Vinhos,Lisboa,Portugal,Europe,Steven Buchanan,Sales Manager,1/27/95 0:00,79.85
10397,Manjimup Dried Apples,"G'day, Mate",Produce,Princesa Isabel Vinhos,Lisboa,Portugal,Europe,Steven Buchanan,Sales Manager,1/27/95 0:00,763.05
10398,Steeleye Stout,Bigfoot Breweries,Beverages,Save-a-lot Markets,Boise,USA,North America,Andrew Fuller,"Vice President, Sales",1/30/95 0:00,432
10398,Pâté chinois,Ma Maison,Meat/Poultry,Save-a-lot Markets,Boise,USA,North America,Andrew Fuller,"Vice President, Sales",1/30/95 0:00,2303.9
10399,Scottish Longbreads,"Specialty Biscuits, Ltd.",Confections,Vaffeljernet,Århus,Denmark,Europe,Laura Callahan,Inside Sales Coordinator,1/31/95 0:00,600
10399,Fløtemysost,Norske Meierier,Dairy Products,Vaffeljernet,Århus,Denmark,Europe,Laura Callahan,Inside Sales Coordinator,1/31/95 0:00,516
10399,Lakkalikööri,Karkki Oy,Beverages,Vaffeljernet,Århus,Denmark,Europe,Laura Callahan,Inside Sales Coordinator,1/31/95 0:00,504
10399,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,Condiments,Vaffeljernet,Århus,Denmark,Europe,Laura Callahan,Inside Sales Coordinator,1/31/95 0:00,145.6
10400,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,Meat/Poultry,Eastern Connection,London,UK,Europe,Nancy Davolio,Sales Representative,2/1/95 0:00,2079
10400,Steeleye Stout,Bigfoot Breweries,Beverages,Eastern Connection,London,UK,Europe,Nancy Davolio,Sales Representative,2/1/95 0:00,504
10400,Maxilaku,Karkki Oy,Confections,Eastern Connection,London,UK,Europe,Nancy Davolio,Sales Representative,2/1/95 0:00,480
10401,Nord-Ost Matjeshering,Nord-Ost-Fisch Handelsgesellschaft mbH,Seafood,Rattlesnake Canyon Grocery,Albuquerque,USA,North America,Nancy Davolio,Sales Representative,2/1/95 0:00,372.6
10401,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,Grains/Cereals,Rattlesnake Canyon Grocery,Albuquerque,USA,North America,Nancy Davolio,Sales Representative,2/1/95 0:00,2128
10401,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,Condiments,Rattlesnake Canyon Grocery,Albuquerque,USA,North America,Nancy Davolio,Sales Representative,2/1/95 0:00,336
10401,Fløtemysost,Norske Meierier,Dairy Products,Rattlesnake Canyon Grocery,Albuquerque,USA,North America,Nancy Davolio,Sales Representative,2/1/95 0:00,1032
10402,Tunnbröd,PB Knäckebröd AB,Grains/Cereals,Ernst Handel,Graz,Austria,Europe,Laura Callahan,Inside Sales Coordinator,2/2/95 0:00,432
10402,Vegie-spread,"Pavlova, Ltd.",Condiments,Ernst Handel,Graz,Austria,Europe,Laura Callahan,Inside Sales Coordinator,2/2/95 0:00,2281.5
10403,Pavlova,"Pavlova, Ltd.",Confections,Ernst Handel,Graz,Austria,Europe,Margaret Peacock,Sales Representative,2/3/95 0:00,291.75
10403,Chocolade,Zaanse Snoepfabriek,Confections,Ernst Handel,Graz,Austria,Europe,Margaret Peacock,Sales Representative,2/3/95 0:00,713.85
10404,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,Confections,Magazzini Alimentari Riuniti,Bergamo,Italy,Europe,Andrew Fuller,"Vice President, Sales",2/3/95 0:00,746.95
10404,Singaporean Hokkien Fried Mee,Leka Trading,Grains/Cereals,Magazzini Alimentari Riuniti,Bergamo,Italy,Europe,Andrew Fuller,"Vice President, Sales",2/3/95 0:00,447.95
10404,Maxilaku,Karkki Oy,Confections,Magazzini Alimentari Riuniti,Bergamo,Italy,Europe,Andrew Fuller,"Vice President, Sales",2/3/95 0:00,479.95
10405,Aniseed Syrup,Exotic Liquids,Condiments,LINO-Delicateses,I. de Margarita,Venezuela,South America,Nancy Davolio,Sales Representative,2/6/95 0:00,400
10406,Chai,Exotic Liquids,Beverages,Queen Cozinha,São Paulo,Brazil,South America,Robert King,Sales Representative,2/7/95 0:00,144
10406,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",Confections,Queen Cozinha,São Paulo,Brazil,South America,Robert King,Sales Representative,2/7/95 0:00,239.9
10406,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,Produce,Queen Cozinha,São Paulo,Brazil,South America,Robert King,Sales Representative,2/7/95 0:00,1528.7
10406,Inlagd Sill,Svensk Sjöföda AB,Seafood,Queen Cozinha,São Paulo,Brazil,South America,Robert King,Sales Representative,2/7/95 0:00,75.9
10406,Boston Crab Meat,New England Seafood Cannery,Seafood,Queen Cozinha,São Paulo,Brazil,South America,Robert King,Sales Representative,2/7/95 0:00,29.3
10407,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Dairy Products,Ottilies Käseladen,Köln,Germany,Europe,Andrew Fuller,"Vice President, Sales",2/7/95 0:00,504
10407,Gudbrandsdalsost,Norske Meierier,Dairy Products,Ottilies Käseladen,Köln,Germany,Europe,Andrew Fuller,"Vice President, Sales",2/7/95 0:00,432
10407,Fløtemysost,Norske Meierier,Dairy Products,Ottilies Käseladen,Köln,Germany,Europe,Andrew Fuller,"Vice President, Sales",2/7/95 0:00,258
10408,Gravad lax,Svensk Sjöföda AB,Seafood,Folies gourmandes,Lille,France,Europe,Laura Callahan,Inside Sales Coordinator,2/8/95 0:00,208
10408,Tourtière,Ma Maison,Meat/Poultry,Folies gourmandes,Lille,France,Europe,Laura Callahan,Inside Sales Coordinator,2/8/95 0:00,35.4
10408,Tarte au sucre,Forêts d'érables,Confections,Folies gourmandes,Lille,France,Europe,Laura Callahan,Inside Sales Coordinator,2/8/95 0:00,1379
10409,Tofu,Mayumi's,Produce,Océano Atlántico Ltda.,Buenos Aires,Argentina,South America,Janet Leverling,Sales Representative,2/9/95 0:00,223.2
10409,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",Confections,Océano Atlántico Ltda.,Buenos Aires,Argentina,South America,Janet Leverling,Sales Representative,2/9/95 0:00,96
10410,Geitost,Norske Meierier,Dairy Products,Bottom-Dollar Markets,Tsawassen,Canada,North America,Janet Leverling,Sales Representative,2/10/95 0:00,98
10410,Raclette Courdavault,Gai pâturage,Dairy Products,Bottom-Dollar Markets,Tsawassen,Canada,North America,Janet Leverling,Sales Representative,2/10/95 0:00,704
10411,Jack's New England Clam Chowder,New England Seafood Cannery,Seafood,Bottom-Dollar Markets,Tsawassen,Canada,North America,Anne Dodsworth,Sales Representative,2/10/95 0:00,192.3
10411,Gula Malacca,Leka Trading,Condiments,Bottom-Dollar Markets,Tsawassen,Canada,North America,Anne Dodsworth,Sales Representative,2/10/95 0:00,619.8
10411,Raclette Courdavault,Gai pâturage,Dairy Products,Bottom-Dollar Markets,Tsawassen,Canada,North America,Anne Dodsworth,Sales Representative,2/10/95 0:00,395.8
10412,Tofu,Mayumi's,Produce,Wartian Herkku,Oulu,Finland,Europe,Laura Callahan,Inside Sales Coordinator,2/13/95 0:00,371.9
10413,Chai,Exotic Liquids,Beverages,La maison d'Asie,Toulouse,France,Europe,Janet Leverling,Sales Representative,2/14/95 0:00,345.6
10413,Tarte au sucre,Forêts d'érables,Confections,La maison d'Asie,Toulouse,France,Europe,Janet Leverling,Sales Representative,2/14/95 0:00,1576
10413,Lakkalikööri,Karkki Oy,Beverages,La maison d'Asie,Toulouse,France,Europe,Janet Leverling,Sales Representative,2/14/95 0:00,201.6
10414,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",Confections,Familia Arquibaldo,São Paulo,Brazil,South America,Andrew Fuller,"Vice President, Sales",2/14/95 0:00,131.35
10414,Geitost,Norske Meierier,Dairy Products,Familia Arquibaldo,São Paulo,Brazil,South America,Andrew Fuller,"Vice President, Sales",2/14/95 0:00,100
10415,Alice Mutton,"Pavlova, Ltd.",Meat/Poultry,Hungry Coyote Import Store,Elgin,USA,North America,Janet Leverling,Sales Representative,2/15/95 0:00,62.4
10415,Geitost,Norske Meierier,Dairy Products,Hungry Coyote Import Store,Elgin,USA,North America,Janet Leverling,Sales Representative,2/15/95 0:00,40
10416,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",Confections,Wartian Herkku,Oulu,Finland,Europe,Laura Callahan,Inside Sales Coordinator,2/16/95 0:00,146
10416,Perth Pasties,"G'day, Mate",Meat/Poultry,Wartian Herkku,Oulu,Finland,Europe,Laura Callahan,Inside Sales Coordinator,2/16/95 0:00,262
10416,Ravioli Angelo,Pasta Buttini s.r.l.,Grains/Cereals,Wartian Herkku,Oulu,Finland,Europe,Laura Callahan,Inside Sales Coordinator,2/16/95 0:00,312
10417,Côte de Blaye,Aux joyeux ecclésiastiques,Beverages,Simons bistro,København,Denmark,Europe,Margaret Peacock,Sales Representative,2/16/95 0:00,10540
10417,Spegesild,Lyngbysild,Seafood,Simons bistro,København,Denmark,Europe,Margaret Peacock,Sales Representative,2/16/95 0:00,18.95
10417,Scottish Longbreads,"Specialty Biscuits, Ltd.",Confections,Simons bistro,København,Denmark,Europe,Margaret Peacock,Sales Representative,2/16/95 0:00,359.75
10417,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,Condiments,Simons bistro,København,Denmark,Europe,Margaret Peacock,Sales Representative,2/16/95 0:00,364
10418,Chang,Exotic Liquids,Beverages,QUICK-Stop,Cunewalde,Germany,Europe,Margaret Peacock,Sales Representative,2/17/95 0:00,912
10418,Zaanse koeken,Zaanse Snoepfabriek,Confections,QUICK-Stop,Cunewalde,Germany,Europe,Margaret Peacock,Sales Representative,2/17/95 0:00,418
10418,Sirop d'érable,Forêts d'érables,Condiments,QUICK-Stop,Cunewalde,Germany,Europe,Margaret Peacock,Sales Representative,2/17/95 0:00,364.8
10418,Longlife Tofu,Tokyo Traders,Produce,QUICK-Stop,Cunewalde,Germany,Europe,Margaret Peacock,Sales Representative,2/17/95 0:00,120
10419,Camembert Pierrot,Gai pâturage,Dairy Products,Richter Supermarkt,Genève,Switzerland,Europe,Margaret Peacock,Sales Representative,2/20/95 0:00,1631.95
10419,Gudbrandsdalsost,Norske Meierier,Dairy Products,Richter Supermarkt,Genève,Switzerland,Europe,Margaret Peacock,Sales Representative,2/20/95 0:00,575.95
10420,Mishi Kobe Niku,Tokyo Traders,Meat/Poultry,Wellington Importadora,Resende,Brazil,South America,Janet Leverling,Sales Representative,2/21/95 0:00,1551.9
10420,Konbu,Mayumi's,Seafood,Wellington Importadora,Resende,Brazil,South America,Janet Leverling,Sales Representative,2/21/95 0:00,9.5
10420,Outback Lager,"Pavlova, Ltd.",Beverages,Wellington Importadora,Resende,Brazil,South America,Janet Leverling,Sales Representative,2/21/95 0:00,95.9
10420,Röd Kaviar,Svensk Sjöföda AB,Seafood,Wellington Importadora,Resende,Brazil,South America,Janet Leverling,Sales Representative,2/21/95 0:00,239.9
10421,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",Confections,Que Delícia,Rio de Janeiro,Brazil,South America,Laura Callahan,Inside Sales Coordinator,2/21/95 0:00,29.05
10421,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,Confections,Que Delícia,Rio de Janeiro,Brazil,South America,Laura Callahan,Inside Sales Coordinator,2/21/95 0:00,747
10421,Perth Pasties,"G'day, Mate",Meat/Poultry,Que Delícia,Rio de Janeiro,Brazil,South America,Laura Callahan,Inside Sales Coordinator,2/21/95 0:00,392.85
10421,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,Condiments,Que Delícia,Rio de Janeiro,Brazil,South America,Laura Callahan,Inside Sales Coordinator,2/21/95 0:00,103.85
10422,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,Confections,Franchi S.p.A.,Torino,Italy,Europe,Andrew Fuller,"Vice President, Sales",2/22/95 0:00,49.8
10423,Gorgonzola Telino,Formaggi Fortini s.r.l.,Dairy Products,Gourmet Lanchonetes,Campinas,Brazil,South America,Michael Suyama,Sales Representative,2/23/95 0:00,140
10423,Raclette Courdavault,Gai pâturage,Dairy Products,Gourmet Lanchonetes,Campinas,Brazil,South America,Michael Suyama,Sales Representative,2/23/95 0:00,880
10424,Steeleye Stout,Bigfoot Breweries,Beverages,Mère Paillarde,Montréal,Canada,North America,Robert King,Sales Representative,2/23/95 0:00,863.8
10424,Côte de Blaye,Aux joyeux ecclésiastiques,Beverages,Mère Paillarde,Montréal,Canada,North America,Robert King,Sales Representative,2/23/95 0:00,10329
10424,Scottish Longbreads,"Specialty Biscuits, Ltd.",Confections,Mère Paillarde,Montréal,Canada,North America,Robert King,Sales Representative,2/23/95 0:00,299.8
10425,Pâté chinois,Ma Maison,Meat/Poultry,La maison d'Asie,Toulouse,France,Europe,Michael Suyama,Sales Representative,2/24/95 0:00,191.75
10425,Lakkalikööri,Karkki Oy,Beverages,La maison d'Asie,Toulouse,France,Europe,Michael Suyama,Sales Representative,2/24/95 0:00,287.75
10426,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,Grains/Cereals,Galería del gastrónomo,Barcelona,Spain,Europe,Margaret Peacock,Sales Representative,2/27/95 0:00,152
10426,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,Grains/Cereals,Galería del gastrónomo,Barcelona,Spain,Europe,Margaret Peacock,Sales Representative,2/27/95 0:00,186.2
10427,Tofu,Mayumi's,Produce,Piccolo und mehr,Salzburg,Austria,Europe,Margaret Peacock,Sales Representative,2/27/95 0:00,651
10428,Spegesild,Lyngbysild,Seafood,Reggiani Caseifici,Reggio Emilia,Italy,Europe,Robert King,Sales Representative,2/28/95 0:00,192
10429,Valkoinen suklaa,Karkki Oy,Confections,Hungry Owl All-Night Grocers,Cork,Ireland,Europe,Janet Leverling,Sales Representative,3/1/95 0:00,520
10429,Vegie-spread,"Pavlova, Ltd.",Condiments,Hungry Owl All-Night Grocers,Cork,Ireland,Europe,Janet Leverling,Sales Representative,3/1/95 0:00,1228.25
10430,Alice Mutton,"Pavlova, Ltd.",Meat/Poultry,Ernst Handel,Graz,Austria,Europe,Margaret Peacock,Sales Representative,3/2/95 0:00,1403.8
10430,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",Confections,Ernst Handel,Graz,Austria,Europe,Margaret Peacock,Sales Representative,3/2/95 0:00,400
10430,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,Grains/Cereals,Ernst Handel,Graz,Austria,Europe,Margaret Peacock,Sales Representative,3/2/95 0:00,912
10430,Raclette Courdavault,Gai pâturage,Dairy Products,Ernst Handel,Graz,Austria,Europe,Margaret Peacock,Sales Representative,3/2/95 0:00,3079.8
10431,Alice Mutton,"Pavlova, Ltd.",Meat/Poultry,Bottom-Dollar Markets,Tsawassen,Canada,North America,Margaret Peacock,Sales Representative,3/2/95 0:00,1559.75
10431,Boston Crab Meat,New England Seafood Cannery,Seafood,Bottom-Dollar Markets,Tsawassen,Canada,North America,Margaret Peacock,Sales Representative,3/2/95 0:00,734.75
10431,Zaanse koeken,Zaanse Snoepfabriek,Confections,Bottom-Dollar Markets,Tsawassen,Canada,North America,Margaret Peacock,Sales Representative,3/2/95 0:00,227.75
10432,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,Confections,Split Rail Beer & Ale,Lander,USA,North America,Janet Leverling,Sales Representative,3/3/95 0:00,249
10432,Tourtière,Ma Maison,Meat/Poultry,Split Rail Beer & Ale,Lander,USA,North America,Janet Leverling,Sales Representative,3/3/95 0:00,236
10433,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,Grains/Cereals,Princesa Isabel Vinhos,Lisboa,Portugal,Europe,Janet Leverling,Sales Representative,3/6/95 0:00,851.2
10434,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Dairy Products,Folk och fä HB,Bräcke,Sweden,Europe,Janet Leverling,Sales Representative,3/6/95 0:00,100.8
10434,Lakkalikööri,Karkki Oy,Beverages,Folk och fä HB,Bräcke,Sweden,Europe,Janet Leverling,Sales Representative,3/6/95 0:00,259.05
10435,Chang,Exotic Liquids,Beverages,Consolidated Holdings,London,UK,Europe,Laura Callahan,Inside Sales Coordinator,3/7/95 0:00,152
10435,Gustaf's Knäckebröd,PB Knäckebröd AB,Grains/Cereals,Consolidated Holdings,London,UK,Europe,Laura Callahan,Inside Sales Coordinator,3/7/95 0:00,201.6
10435,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,Dairy Products,Consolidated Holdings,London,UK,Europe,Laura Callahan,Inside Sales Coordinator,3/7/95 0:00,278
10436,Spegesild,Lyngbysild,Seafood,Blondel père et fils,Strasbourg,France,Europe,Janet Leverling,Sales Representative,3/8/95 0:00,48
10436,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,Grains/Cereals,Blondel père et fils,Strasbourg,France,Europe,Janet Leverling,Sales Representative,3/8/95 0:00,1215.9
10436,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,Grains/Cereals,Blondel père et fils,Strasbourg,France,Europe,Janet Leverling,Sales Representative,3/8/95 0:00,797.9
10436,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,Beverages,Blondel père et fils,Strasbourg,France,Europe,Janet Leverling,Sales Representative,3/8/95 0:00,148.7
10437,Perth Pasties,"G'day, Mate",Meat/Poultry,Wartian Herkku,Oulu,Finland,Europe,Laura Callahan,Inside Sales Coordinator,3/8/95 0:00,393
10438,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",Confections,Toms Spezialitäten,Münster,Germany,Europe,Janet Leverling,Sales Representative,3/9/95 0:00,109.3
10438,Sasquatch Ale,Bigfoot Breweries,Beverages,Toms Spezialitäten,Münster,Germany,Europe,Janet Leverling,Sales Representative,3/9/95 0:00,223.8
10438,Ravioli Angelo,Pasta Buttini s.r.l.,Grains/Cereals,Toms Spezialitäten,Münster,Germany,Europe,Janet Leverling,Sales Representative,3/9/95 0:00,233.8
10439,Queso Manchego La Pastora,Cooperativa de Quesos 'Las Cabras',Dairy Products,Mère Paillarde,Montréal,Canada,North America,Michael Suyama,Sales Representative,3/10/95 0:00,456
10439,Pavlova,"Pavlova, Ltd.",Confections,Mère Paillarde,Montréal,Canada,North America,Michael Suyama,Sales Representative,3/10/95 0:00,222.4
10439,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,Grains/Cereals,Mère Paillarde,Montréal,Canada,North America,Michael Suyama,Sales Representative,3/10/95 0:00,159.6
10439,Longlife Tofu,Tokyo Traders,Produce,Mère Paillarde,Montréal,Canada,North America,Michael Suyama,Sales Representative,3/10/95 0:00,240
10440,Chang,Exotic Liquids,Beverages,Save-a-lot Markets,Boise,USA,North America,Margaret Peacock,Sales Representative,3/13/95 0:00,683.85
10440,Pavlova,"Pavlova, Ltd.",Confections,Save-a-lot Markets,Boise,USA,North America,Margaret Peacock,Sales Representative,3/13/95 0:00,680.95
10440,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,Meat/Poultry,Save-a-lot Markets,Boise,USA,North America,Margaret Peacock,Sales Representative,3/13/95 0:00,2375.85
10440,Sirop d'érable,Forêts d'érables,Condiments,Save-a-lot Markets,Boise,USA,North America,Margaret Peacock,Sales Representative,3/13/95 0:00,2051.85
10441,Schoggi Schokolade,Heli Süßwaren GmbH & Co. KG,Confections,Old World Delicatessen,Anchorage,USA,North America,Janet Leverling,Sales Representative,3/13/95 0:00,1755
10442,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Dairy Products,Ernst Handel,Graz,Austria,Europe,Janet Leverling,Sales Representative,3/14/95 0:00,504
10442,Tourtière,Ma Maison,Meat/Poultry,Ernst Handel,Graz,Austria,Europe,Janet Leverling,Sales Representative,3/14/95 0:00,472
10442,Louisiana Hot Spiced Okra,New Orleans Cajun Delights,Condiments,Ernst Handel,Graz,Austria,Europe,Janet Leverling,Sales Representative,3/14/95 0:00,816
10443,Queso Cabrales,Cooperativa de Quesos 'Las Cabras',Dairy Products,Reggiani Caseifici,Reggio Emilia,Italy,Europe,Laura Callahan,Inside Sales Coordinator,3/15/95 0:00,100.6
10443,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,Produce,Reggiani Caseifici,Reggio Emilia,Italy,Europe,Laura Callahan,Inside Sales Coordinator,3/15/95 0:00,436.8
10444,Alice Mutton,"Pavlova, Ltd.",Meat/Poultry,Berglunds snabbköp,Luleå,Sweden,Europe,Janet Leverling,Sales Representative,3/15/95 0:00,312
10444,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,Confections,Berglunds snabbköp,Luleå,Sweden,Europe,Janet Leverling,Sales Representative,3/15/95 0:00,373.5
10444,Steeleye Stout,Bigfoot Breweries,Beverages,Berglunds snabbköp,Luleå,Sweden,Europe,Janet Leverling,Sales Representative,3/15/95 0:00,115.2
10444,Jack's New England Clam Chowder,New England Seafood Cannery,Seafood,Berglunds snabbköp,Luleå,Sweden,Europe,Janet Leverling,Sales Representative,3/15/95 0:00,231
10445,Chartreuse verte,Aux joyeux ecclésiastiques,Beverages,Berglunds snabbköp,Luleå,Sweden,Europe,Janet Leverling,Sales Representative,3/16/95 0:00,86.4
10445,Tourtière,Ma Maison,Meat/Poultry,Berglunds snabbköp,Luleå,Sweden,Europe,Janet Leverling,Sales Representative,3/16/95 0:00,88.5
10446,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",Confections,Toms Spezialitäten,Münster,Germany,Europe,Michael Suyama,Sales Representative,3/17/95 0:00,87.5
10446,Guaraná Fantástica,Refrescos Americanas LTDA,Beverages,Toms Spezialitäten,Münster,Germany,Europe,Michael Suyama,Sales Representative,3/17/95 0:00,71.9
10446,Gorgonzola Telino,Formaggi Fortini s.r.l.,Dairy Products,Toms Spezialitäten,Münster,Germany,Europe,Michael Suyama,Sales Representative,3/17/95 0:00,29.9
10446,Filo Mix,"G'day, Mate",Grains/Cereals,Toms Spezialitäten,Münster,Germany,Europe,Michael Suyama,Sales Representative,3/17/95 0:00,83.9
10447,Teatime Chocolate Biscuits,"Specialty Biscuits, Ltd.",Confections,Ricardo Adocicados,Rio de Janeiro,Brazil,South America,Margaret Peacock,Sales Representative,3/17/95 0:00,292
10447,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,Condiments,Ricardo Adocicados,Rio de Janeiro,Brazil,South America,Margaret Peacock,Sales Representative,3/17/95 0:00,588
10447,Fløtemysost,Norske Meierier,Dairy Products,Ricardo Adocicados,Rio de Janeiro,Brazil,South America,Margaret Peacock,Sales Representative,3/17/95 0:00,34.4
10448,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,Confections,Rancho grande,Buenos Aires,Argentina,South America,Margaret Peacock,Sales Representative,3/20/95 0:00,149.4
10448,Boston Crab Meat,New England Seafood Cannery,Seafood,Rancho grande,Buenos Aires,Argentina,South America,Margaret Peacock,Sales Representative,3/20/95 0:00,294
10449,Ikura,Tokyo Traders,Seafood,Blondel père et fils,Strasbourg,France,Europe,Janet Leverling,Sales Representative,3/21/95 0:00,347.2
10449,Filo Mix,"G'day, Mate",Grains/Cereals,Blondel père et fils,Strasbourg,France,Europe,Janet Leverling,Sales Representative,3/21/95 0:00,112
10449,Tarte au sucre,Forêts d'érables,Confections,Blondel père et fils,Strasbourg,France,Europe,Janet Leverling,Sales Representative,3/21/95 0:00,1379
10450,Ikura,Tokyo Traders,Seafood,Victuailles en stock,Lyon,France,Europe,Laura Callahan,Inside Sales Coordinator,3/22/95 0:00,495.8
10450,Tourtière,Ma Maison,Meat/Poultry,Victuailles en stock,Lyon,France,Europe,Laura Callahan,Inside Sales Coordinator,3/22/95 0:00,35.2
10451,Pâté chinois,Ma Maison,Meat/Poultry,QUICK-Stop,Cunewalde,Germany,Europe,Margaret Peacock,Sales Representative,3/22/95 0:00,2303.9
10451,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,Grains/Cereals,QUICK-Stop,Cunewalde,Germany,Europe,Margaret Peacock,Sales Representative,3/22/95 0:00,930.9
10451,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,Condiments,QUICK-Stop,Cunewalde,Germany,Europe,Margaret Peacock,Sales Representative,3/22/95 0:00,470.3
10451,Original Frankfurter grüne Soße,Plutzer Lebensmittelgroßmärkte AG,Condiments,QUICK-Stop,Cunewalde,Germany,Europe,Margaret Peacock,Sales Representative,3/22/95 0:00,571.9
10452,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,Produce,Save-a-lot Markets,Boise,USA,North America,Laura Callahan,Inside Sales Coordinator,3/23/95 0:00,546
10452,Gula Malacca,Leka Trading,Condiments,Save-a-lot Markets,Boise,USA,North America,Laura Callahan,Inside Sales Coordinator,3/23/95 0:00,1549.95
10453,Chocolade,Zaanse Snoepfabriek,Confections,Around the Horn,London,UK,Europe,Nancy Davolio,Sales Representative,3/24/95 0:00,152.9
10453,Outback Lager,"Pavlova, Ltd.",Beverages,Around the Horn,London,UK,Europe,Nancy Davolio,Sales Representative,3/24/95 0:00,299.9
10454,Pavlova,"Pavlova, Ltd.",Confections,La maison d'Asie,Toulouse,France,Europe,Margaret Peacock,Sales Representative,3/24/95 0:00,277.8
10454,Geitost,Norske Meierier,Dairy Products,La maison d'Asie,Toulouse,France,Europe,Margaret Peacock,Sales Representative,3/24/95 0:00,39.8
10454,Spegesild,Lyngbysild,Seafood,La maison d'Asie,Toulouse,France,Europe,Margaret Peacock,Sales Representative,3/24/95 0:00,95.8
10455,Chartreuse verte,Aux joyeux ecclésiastiques,Beverages,Wartian Herkku,Oulu,Finland,Europe,Laura Callahan,Inside Sales Coordinator,3/27/95 0:00,288
10455,Perth Pasties,"G'day, Mate",Meat/Poultry,Wartian Herkku,Oulu,Finland,Europe,Laura Callahan,Inside Sales Coordinator,3/27/95 0:00,1310
10455,Sirop d'érable,Forêts d'érables,Condiments,Wartian Herkku,Oulu,Finland,Europe,Laura Callahan,Inside Sales Coordinator,3/27/95 0:00,570
10455,Fløtemysost,Norske Meierier,Dairy Products,Wartian Herkku,Oulu,Finland,Europe,Laura Callahan,Inside Sales Coordinator,3/27/95 0:00,516
10456,Sir Rodney's Scones,"Specialty Biscuits, Ltd.",Confections,Königlich Essen,Brandenburg,Germany,Europe,Laura Callahan,Inside Sales Coordinator,3/28/95 0:00,319.85
10456,Maxilaku,Karkki Oy,Confections,Königlich Essen,Brandenburg,Germany,Europe,Laura Callahan,Inside Sales Coordinator,3/28/95 0:00,335.85
10457,Raclette Courdavault,Gai pâturage,Dairy Products,Königlich Essen,Brandenburg,Germany,Europe,Andrew Fuller,"Vice President, Sales",3/28/95 0:00,1584
10458,Gumbär Gummibärchen,Heli Süßwaren GmbH & Co. KG,Confections,Suprêmes délices,Charleroi,Belgium,Europe,Robert King,Sales Representative,3/29/95 0:00,747
10458,Rössle Sauerkraut,Plutzer Lebensmittelgroßmärkte AG,Produce,Suprêmes délices,Charleroi,Belgium,Europe,Robert King,Sales Representative,3/29/95 0:00,1092
10458,Ipoh Coffee,Leka Trading,Beverages,Suprêmes délices,Charleroi,Belgium,Europe,Robert King,Sales Representative,3/29/95 0:00,736
10458,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,Grains/Cereals,Suprêmes délices,Charleroi,Belgium,Europe,Robert King,Sales Representative,3/29/95 0:00,456
10458,Fløtemysost,Norske Meierier,Dairy Products,Suprêmes délices,Charleroi,Belgium,Europe,Robert King,Sales Representative,3/29/95 0:00,860
